0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 1600.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 1600.00 3200.00 1600.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 799.96 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1600.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 1600.00 3200.00 800.00 0.00 0.00 0.00 800.00 800.00 4000.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 800.00 0.00 0.00 0.00 800.00 3200.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 1600.00 3200.00 1600.00 4000.00 1600.00 0.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 1600.00 3200.00 1600.00 0.00 0.00 800.00 800.00 3200.00 800.00 800.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 800.00 4000.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1600.00 800.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 1600.00 800.00 0.00 800.00 3200.00 2400.00 800.00 5600.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 1600.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 800.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 799.96 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 1600.00 3200.00 800.00 0.00 800.00 800.00 800.00 4000.00 2400.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 1600.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 2400.00 3200.00 800.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 1600.00 3200.00 800.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 800.00 3200.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1600.00 1600.00 0.00 800.00 4000.00 4000.00 800.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 2400.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 800.00 800.00 3200.00 1600.00 4000.00 800.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 4000.00 800.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 799.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 800.00 0.00 800.00 800.00 800.00 4000.00 800.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 3999.75 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 799.99 0.00 0.00 800.00 0.00 800.00 0.00 0.00 1600.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 1600.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 800.00 800.00 3200.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 800.00 0.00 0.00 800.00 3200.00 800.00 800.00 0.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 1600.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 799.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 4800.00 4000.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 1600.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 0.00 800.00 800.00 3200.00 800.00 800.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 800.00 800.00 1600.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 3200.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 1600.00 3200.00 1600.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 1600.00 3200.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1600.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 800.00 800.00 4000.00 4000.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 1600.00 0.00 800.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 1600.00 0.00 1600.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 0.00 800.00 0.00 800.00 800.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 800.00 800.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 4000.00 800.00 800.00 800.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 800.00 4000.00 800.00 0.00 0.00 0.00 800.00 3200.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1600.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 800.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.96 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 799.96 0.00 0.00 0.00 799.96 4799.76 1599.92 3999.80 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1599.92 5599.72 799.96 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.96 3999.80 799.96 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 799.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
